c1,c2,fitness,max_iters,omega,pop_size,run,prob_mut,prob_run_ga,step_size,n_clusters
1.49618,1.49618,4909.7136847345755,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,1987.9306994583467,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,1233.8531977153627,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,760.7281698716081,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,542.914269727182,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,440.2415328968568,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,371.48109228385874,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,309.9550700187437,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,272.16137024623333,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,249.16639083473737,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,229.77192924115593,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,213.84235565688186,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,202.3814669356631,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,192.38536073888034,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,182.1208424552799,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,175.0758826851807,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,167.42931296787998,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,160.49646690903623,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,154.93551829612866,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,150.27463570260096,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,145.3286786265138,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,140.9006862634303,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,136.1654726079722,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,131.12726171947645,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,126.55525418945037,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,122.83114607694125,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,119.21861299978592,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,115.4530923936668,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,113.3678342545129,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,110.99965858249907,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,107.85799716463954,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,106.10312636318554,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,104.01597270385507,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,101.88771179247087,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,100.12240163213541,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,97.6890883099262,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,96.54920171209437,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,94.81813514918166,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,93.63775856162565,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,92.22433873373771,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,91.06904731004471,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,89.99767004733472,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,89.0942229217894,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,88.29598302058783,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,87.06916699103785,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,85.4225368612551,500,0.55,100,1,0.02,0.1,0.2,10
1.49618,1.49618,84.56564582715734,500,0.55,100,1,0.02,0.1,0.2,10
