c1,c2,fitness,max_iters,omega,pop_size,run,prob_mut,prob_run_ga,step_size,n_clusters
1.0,1.4961799999999998,0.08584675197955774,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.07558917789707023,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.06480541230340653,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.06480541230340653,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.060228565364618424,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05875941858184679,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05875941858184679,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05875941858184679,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05827159369607784,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05827159369607784,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05827159369607784,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05827159369607784,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.058191839628992624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.057658736771707415,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.057658736771707415,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05598664889104767,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05598664889104767,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.055906561615794235,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.055906561615794235,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.055906561615794235,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05547047388932951,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05540024628568551,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05540024628568551,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05540024628568551,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05540024628568551,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
1.0,1.4961799999999998,0.05448104034029624,500,0.7298,200,1,0.2,0.1,0.2,10
