pso,hgapso,logapso
2.130303928033743,2.307310621393351,1.8901769836080675
0.6499466485862379,1.0883521561368303,0.6122138374328513
0.2466581406145508,0.3304146542656327,0.25102522570891284
0.11933738036152257,0.17695053607372885,0.13561495541017546
0.09057638151394656,0.11187845150090023,0.08800425033353199
0.06475213286502707,0.08355174606998206,0.07519281632252577
0.06367869112140198,0.07268805900610731,0.061637387741707274
0.05855909065423569,0.06219927807049591,0.055193621444144435
0.055498660705320814,0.04924655756747535,0.04969517142510277
0.05223263921490948,0.04213006458755626,0.04539839556642654
0.051593359568344675,0.024457945744583282,0.035524224255412774
0.0476680487340682,0.01736447163953036,0.03415011911761381
0.0448104168843456,0.014780145069432194,0.030410330838213574
0.035860772213891945,0.013095578756710117,0.026365221077592822
0.03115603033239429,0.011250630281095988,0.025055086165827155
0.027825447639465428,0.010088688654950112,0.023234898932912043
0.023488958900385406,0.00867772886483507,0.021854017700150937
0.018448926909424058,0.008372768229742632,0.020365026399219634
0.014449338206646687,0.007170020075432026,0.01800791225741016
0.012036893505991129,0.007009229021976237,0.015950484880214173
0.009666650649277079,0.005467461883525283,0.012342173905080064
0.006211210920038628,0.004972857289148365,0.010132093335854585
0.005208295858639937,0.004869632432505927,0.008349216061971023
0.004518235025668663,0.00329408515878101,0.0068558688913949286
0.003333086461734744,0.001383142681333923,0.004002094636244597
0.003036422566849753,0.0013469999750242456,0.002558647077877631
0.0024089456041578926,0.001263205001750666,0.001530166410750426
0.0009355072974002133,0.0008752620121730064,0.0007848550855169906
0.0007816815510688082,0.0006895861256645618,0.0005474830731066148
0.0005219671410918128,0.000575830935149839,0.0003855866630518744
0.00034425100471468633,0.0005266643058685725,0.0003118848509616908
0.0001988659051443474,0.0005151524823927753,0.0001860388786876957
0.00011608270132395749,0.0005075096850888352,0.00014743672387487923
6.171466472127635e-05,0.00032876330912174896,0.00012426585987298098
3.542281617064769e-05,0.00030942819945917676,0.00010884255780758997
2.5802598946777318e-05,0.00030829335213129023,8.07476556621311e-05
1.651620930816262e-05,0.00030771069335685,6.577399108912584e-05
1.4010379104288341e-05,0.0003074236120671878,6.445281762200452e-05
1.001665548781574e-05,0.00030729221759058875,5.356507486968548e-05
6.706550684913056e-06,0.00030718353980249057,3.8790651219868964e-05
6.12417288281909e-06,0.00030705524430180966,3.656892868118693e-05
5.027567762753884e-06,0.0003068614815574408,1.7672891551267406e-05
