pso,hgapso,logapso
20.882495333684126,20.04511286229617,20.858355776409322
20.882495333684126,19.004149617928782,20.858355776409322
20.882495333684126,17.748837949974728,20.858355776409322
20.882495333684126,16.107900691556043,20.858355776409322
20.882495333684126,14.255327548691813,20.858355776409322
20.882495333684126,13.163319915541376,20.858355776409322
20.882495333684126,12.013993677271715,20.858355776409322
20.882495333684126,10.931703280105106,20.858355776409322
20.882495333684126,10.127006940728524,20.858355776409322
20.882495333684126,9.460181071504092,20.858355776409322
20.882495333684126,8.896806214359966,20.858355776409322
20.882495333684126,8.540178130250853,20.858355776409322
20.882495333684126,8.317573158134525,20.858355776409322
20.882495333684126,8.226791931386039,20.858355776409322
20.882495333684126,8.161348027687321,20.858355776409322
20.882495333684126,8.059485636784899,20.858355776409322
20.882495333684126,8.018334607398966,20.858355776409322
20.882495333684126,7.953390551718506,20.858355776409322
20.882495333684126,7.831521301501932,20.858355776409322
20.882495333684126,7.831521301501932,20.858355776409322
20.882495333684126,7.820404967922397,20.858355776409322
20.882495333684126,7.811030322077597,20.858355776409322
20.882495333684126,7.811030322077597,20.858355776409322
20.87287293706463,7.811030322077597,20.858355776409322
20.87287293706463,7.811030322077597,20.858355776409322
20.87287293706463,7.811030322077597,20.858355776409322
20.87287293706463,7.811030322077597,20.858355776409322
20.864683364707123,7.811030322077597,20.858355776409322
20.864683364707123,7.811030322077597,20.84715761982493
20.864683364707123,7.811030322077597,20.84715761982493
20.864683364707123,7.811030322077597,20.84715761982493
20.864683364707123,7.811030322077597,20.84715761982493
20.864683364707123,7.811030322077597,20.84715761982493
20.859399857569297,7.811030322077597,20.844319064966726
20.859399857569297,7.811030322077597,20.8360881799578
20.829794742232178,7.811030322077597,20.82256584819877
20.829794742232178,7.811030322077597,20.81920938361107
20.829794742232178,7.811030322077597,20.81920938361107
20.829794742232178,7.811030322077597,20.81920938361107
20.829794742232178,7.811030322077597,20.816403343038818
20.828252145417917,7.811030322077597,20.726077662442478
20.828252145417917,7.811030322077597,20.726077662442478
20.81686540065148,7.811030322077597,20.722417875602424
20.81686540065148,7.811030322077597,20.722417875602424
20.81686540065148,7.811030322077597,20.722417875602424
20.816210255419453,7.811030322077597,20.722417875602424
20.79559001869149,7.811030322077597,20.710335412485744
20.78729368866456,7.811030322077597,20.704202386247772
20.78729368866456,7.811030322077597,20.683564201042707
20.768487526696667,7.811030322077597,20.67231442894773
20.768487526696667,7.811030322077597,20.612434482390263
20.764321867108855,7.811030322077597,20.599139295220898
20.758628835532704,7.811030322077597,20.596763844258188
20.73444970130989,7.811030322077597,20.573171933208968
20.725742419560788,7.811030322077597,20.573171933208968
20.725742419560788,7.811030322077597,20.572699093693956
20.725742419560788,7.811030322077597,20.557587992196638
20.725742419560788,7.811030322077597,20.48572672409462
20.720342979632694,7.811030322077597,20.447955088970446
20.720342979632694,7.811030322077597,20.43545890308058
20.701233727463737,7.811030322077597,20.43545890308058
20.691185051242087,7.811030322077597,20.43545890308058
20.659491867193505,7.811030322077597,20.42579279984452
20.65860839291914,7.811030322077597,20.42579279984452
20.65636892532542,7.811030322077597,20.416822066451793
20.65552624799873,7.811030322077597,20.405660085604257
